window_start_sec,window_end_sec,window_mid_sec,window_mid_min,role,ami,ami_share,influence_concentration_hhi,event_in_window
645,824,734.5,12.241666666666667,FSO,0.24390625531558774,0.23145766396556627,0.2042414086337883,False
645,824,734.5,12.241666666666667,JTAC,0.22491109188599268,0.21343198377803052,0.2042414086337883,False
645,824,734.5,12.241666666666667,FOA,0.18546101592923958,0.1759953776016137,0.2042414086337883,False
645,824,734.5,12.241666666666667,FOM,0.16419541728522863,0.1558151416392213,0.2042414086337883,False
660,839,749.5,12.491666666666667,FiST Leader,0.20766376804647413,0.2113289979427474,0.2029047616950162,False
660,839,749.5,12.491666666666667,FSO,0.22643087100819434,0.23042733705359855,0.2029047616950162,False
660,839,749.5,12.491666666666667,JTAC,0.19335536505234807,0.19676805408934991,0.2029047616950162,False
660,839,749.5,12.491666666666667,FOA,0.2006283825358747,0.20416943908429902,0.2029047616950162,False
660,839,749.5,12.491666666666667,FOM,0.15457789842941938,0.15730617183000511,0.2029047616950162,False
675,854,764.5,12.741666666666667,FiST Leader,0.1947765247501065,0.24388841416836352,0.2083798650069668,False
675,854,764.5,12.741666666666667,FSO,0.19797863120759754,0.24789791514348208,0.2083798650069668,False
675,854,764.5,12.741666666666667,JTAC,0.1415060503969753,0.17718606629225198,0.2083798650069668,False
675,854,764.5,12.741666666666667,FOA,0.15223278634055473,0.19061749300981354,0.2083798650069668,False
675,854,764.5,12.741666666666667,FOM,0.1121356815116204,0.140410111386089,0.2083798650069668,False
690,869,779.5,12.991666666666667,FiST Leader,0.1364980191541585,0.23653039533667855,0.2191726916440521,False
690,869,779.5,12.991666666666667,FSO,0.17073337019719834,0.2958550739428551,0.2191726916440521,False
690,869,779.5,12.991666666666667,JTAC,0.08846357564703437,0.15329397928520588,0.2191726916440521,False
690,869,779.5,12.991666666666667,FOA,0.11227991465104996,0.19456408792854105,0.2191726916440521,False
690,869,779.5,12.991666666666667,FOM,0.06910959594138734,0.11975646350671937,0.2191726916440521,False
705,884,794.5,13.241666666666667,FiST Leader,0.08123186563582148,0.27838062870175867,0.20951396767066907,False
705,884,794.5,13.241666666666667,FSO,0.05762757090475066,0.19748899392439065,0.20951396767066907,False
705,884,794.5,13.241666666666667,JTAC,0.04237524442431621,0.14521945411321274,0.20951396767066907,False
705,884,794.5,13.241666666666667,FOA,0.057732219660586996,0.19784762395479252,0.20951396767066907,False
705,884,794.5,13.241666666666667,FOM,0.05283452972063083,0.18106329930584544,0.20951396767066907,False
720,899,809.5,13.491666666666667,FiST Leader,0.07926537605814148,0.2580138003157544,0.20707245188463547,False
720,899,809.5,13.491666666666667,FSO,0.06791797592448623,0.22107729691683847,0.20707245188463547,False
720,899,809.5,13.491666666666667,JTAC,0.047386389783921505,0.15424568858949403,0.20707245188463547,False
720,899,809.5,13.491666666666667,FOA,0.05094148402391347,0.16581774464923138,0.20707245188463547,False
720,899,809.5,13.491666666666667,FOM,0.061702481232717515,0.20084546952868182,0.20707245188463547,False
